Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
I,0.46,0.355,0.11,WW2,MW1,0.096,0.125,Age2
I,0.47,0.345,0.14,WW2,MW2,0.1105,0.116,Age2
I,0.47,0.35,0.125,WW2,MW1,0.1165,0.1175,Age2
I,0.47,0.355,0.12,WW2,MW1,0.0835,0.1365,Age2
M,0.475,0.37,0.125,WW2,MW2,0.136,0.142,Age2
I,0.475,0.365,0.115,WW2,MW1,0.093,0.1165,Age2
F,0.475,0.365,0.115,WW2,MW2,0.117,0.1335,Age2
I,0.48,0.36,0.125,WW2,MW2,0.1025,0.147,Age2
I,0.485,0.38,0.12,WW2,MW1,0.1075,0.147,Age2
M,0.485,0.39,0.085,WW2,MW2,0.103,0.198,Age2
M,0.485,0.37,0.13,WW2,MW2,0.105,0.1555,Age2
F,0.495,0.38,0.12,WW2,MW2,0.1285,0.144,Age2
M,0.505,0.385,0.105,WW2,MW2,0.1245,0.1555,Age2
F,0.505,0.38,0.135,WW2,MW2,0.1565,0.161,Age2
I,0.515,0.395,0.125,WW2,MW2,0.096,0.17,Age2
M,0.515,0.425,0.145,WW3,MW2,0.181,0.2185,Age2
I,0.515,0.4,0.125,WW2,MW2,0.1245,0.17,Age2
M,0.52,0.4,0.125,WW2,MW2,0.139,0.149,Age2
M,0.525,0.4,0.14,WW3,MW2,0.145,0.1735,Age2
I,0.53,0.43,0.13,WW2,MW2,0.1415,0.189,Age2
M,0.53,0.4,0.125,WW3,MW2,0.151,0.175,Age2
F,0.545,0.41,0.14,WW3,MW2,0.1775,0.203,Age2
F,0.55,0.43,0.14,WW3,MW2,0.218,0.1945,Age2
M,0.55,0.425,0.16,WW3,MW2,0.2035,0.215,Age2
F,0.56,0.43,0.15,WW3,MW2,0.161,0.22,Age2
F,0.56,0.435,0.15,WW3,MW2,0.1835,0.1835,Age2
M,0.57,0.445,0.15,WW3,MW3,0.207,0.249,Age2
M,0.575,0.465,0.15,WW3,MW3,0.2065,0.238,Age2
M,0.575,0.46,0.165,WW3,MW2,0.2465,0.2385,Age2
F,0.58,0.46,0.175,WW3,MW3,0.2205,0.3055,Age2
F,0.58,0.435,0.14,WW3,MW2,0.2165,0.2095,Age2
M,0.585,0.455,0.15,WW3,MW2,0.23,0.2335,Age2
M,0.59,0.44,0.15,WW3,MW2,0.215,0.245,Age2
F,0.59,0.465,0.15,WW3,MW3,0.239,0.2515,Age2
F,0.59,0.46,0.145,WW3,MW2,0.2205,0.275,Age2
F,0.595,0.455,0.16,WW3,MW2,0.2655,0.288,Age2
M,0.6,0.455,0.155,WW3,MW2,0.2085,0.25,Age2
M,0.6,0.465,0.2,WW3,MW3,0.1985,0.357,Age2
F,0.605,0.485,0.165,WW3,MW2,0.193,0.2765,Age2
F,0.605,0.485,0.16,WW3,MW2,0.2875,0.38,Age2
F,0.605,0.515,0.17,WW3,MW3,0.2945,0.3315,Age2
F,0.61,0.485,0.17,WW3,MW3,0.229,0.305,Age2
I,0.615,0.475,0.13,WW3,MW2,0.1915,0.251,Age2
M,0.62,0.485,0.155,WW3,MW2,0.231,0.25,Age2
F,0.62,0.435,0.155,WW3,MW2,0.236,0.275,Age2
M,0.62,0.48,0.165,WW3,MW2,0.235,0.312,Age2
M,0.625,0.52,0.175,WW3,MW3,0.322,0.3465,Age2
M,0.625,0.47,0.18,WW3,MW2,0.3245,0.305,Age2
M,0.63,0.47,0.145,WW3,MW3,0.26,0.276,Age2
F,0.63,0.5,0.175,WW3,MW2,0.268,0.329,Age2
M,0.63,0.455,0.15,WW3,MW2,0.2745,0.305,Age2
M,0.63,0.48,0.15,WW3,MW3,0.2425,0.31,Age2
F,0.63,0.49,0.225,WW3,MW3,0.259,0.3245,Age2
F,0.635,0.505,0.145,WW3,MW3,0.2655,0.315,Age2
M,0.635,0.51,0.185,WW3,MW3,0.318,0.377,Age2
F,0.64,0.515,0.205,WW4,MW3,0.3345,0.4025,Age2
F,0.645,0.515,0.175,WW4,MW3,0.365,0.415,Age2
M,0.645,0.51,0.155,WW4,MW3,0.3585,0.43,Age2
F,0.645,0.505,0.165,WW3,MW3,0.3015,0.335,Age2
F,0.65,0.545,0.175,WW4,MW3,0.326,0.495,Age2
M,0.65,0.515,0.175,WW4,MW3,0.3045,0.4,Age2
F,0.65,0.5,0.16,WW3,MW3,0.304,0.3195,Age2
M,0.65,0.485,0.14,WW3,MW2,0.2435,0.215,Age2
F,0.655,0.54,0.215,WW4,MW3,0.296,0.444,Age2
M,0.655,0.51,0.215,WW4,MW4,0.4095,0.4195,Age2
M,0.66,0.505,0.165,WW3,MW3,0.351,0.345,Age2
F,0.665,0.515,0.18,WW3,MW3,0.324,0.395,Age2
M,0.67,0.545,0.2,WW4,MW4,0.374,0.41,Age2
M,0.67,0.51,0.175,WW4,MW3,0.4475,0.345,Age2
M,0.67,0.5,0.19,WW4,MW3,0.388,0.415,Age2
F,0.68,0.5,0.185,WW4,MW3,0.3255,0.4685,Age2
M,0.68,0.515,0.17,WW4,MW4,0.306,0.395,Age2
M,0.69,0.525,0.2,WW4,MW4,0.3325,0.461,Age2
F,0.7,0.55,0.17,WW4,MW3,0.3265,0.32,Age2
M,0.7,0.555,0.2,WW4,MW3,0.3665,0.595,Age2
M,0.705,0.56,0.165,WW4,MW4,0.4095,0.388,Age2
M,0.72,0.565,0.2,WW4,MW4,0.363,0.494,Age2
M,0.725,0.575,0.24,WW5,MW6,0.413,0.5015,Age3
M,0.74,0.57,0.18,WW4,MW4,0.427,0.446,Age2
M,0.75,0.55,0.18,WW4,MW4,0.397,0.445,Age2
I,0.21,0.17,0.045,WW1,MW1,0.011,0.013,Age2
I,0.285,0.21,0.055,WW1,MW1,0.017,0.0335,Age2
I,0.295,0.215,0.07,WW1,MW1,0.0155,0.0405,Age2
I,0.3,0.23,0.085,WW1,MW1,0.0175,0.0415,Age2
I,0.305,0.225,0.09,WW1,MW1,0.034,0.0415,Age2
I,0.335,0.255,0.08,WW1,MW1,0.0355,0.05,Age2
I,0.35,0.26,0.075,WW1,MW1,0.0245,0.055,Age2
I,0.355,0.27,0.075,WW1,MW1,0.0315,0.054,Age2
I,0.355,0.26,0.09,WW1,MW1,0.0495,0.058,Age2
I,0.36,0.27,0.095,WW1,MW1,0.056,0.061,Age2
I,0.36,0.275,0.075,WW1,MW1,0.044,0.066,Age2
I,0.36,0.265,0.075,WW1,MW1,0.0365,0.055,Age2
I,0.365,0.27,0.085,WW1,MW1,0.0525,0.066,Age2
I,0.37,0.27,0.095,WW1,MW1,0.046,0.065,Age2
I,0.375,0.28,0.08,WW1,MW1,0.0925,0.07,Age2
I,0.38,0.285,0.095,WW1,MW1,0.0665,0.075,Age2
I,0.38,0.29,0.1,WW1,MW1,0.0395,0.082,Age2
I,0.385,0.29,0.09,WW1,MW1,0.0505,0.076,Age2
I,0.385,0.28,0.095,WW1,MW1,0.059,0.07,Age2
I,0.385,0.3,0.09,WW2,MW1,0.056,0.0835,Age2
I,0.39,0.3,0.09,WW1,MW1,0.053,0.08,Age2
I,0.39,0.285,0.1,WW1,MW1,0.062,0.077,Age2
I,0.39,0.29,0.1,WW1,MW1,0.0465,0.073,Age2
I,0.41,0.3,0.09,WW2,MW1,0.071,0.0955,Age2
I,0.41,0.3,0.09,WW1,MW1,0.0575,0.075,Age2
I,0.415,0.325,0.1,WW2,MW1,0.0625,0.0965,Age2
I,0.425,0.325,0.11,WW2,MW1,0.048,0.09,Age2
I,0.425,0.315,0.08,WW2,MW1,0.0585,0.095,Age2
I,0.435,0.335,0.1,WW2,MW1,0.07,0.11,Age2
I,0.435,0.325,0.11,WW2,MW1,0.08,0.105,Age2
I,0.45,0.34,0.095,WW2,MW1,0.064,0.105,Age2
I,0.45,0.335,0.11,WW2,MW1,0.085,0.1345,Age2
I,0.455,0.36,0.115,WW2,MW1,0.0855,0.147,Age2
I,0.46,0.35,0.11,WW2,MW1,0.083,0.1205,Age2
I,0.46,0.355,0.11,WW2,MW1,0.081,0.13,Age2
I,0.465,0.37,0.12,WW2,MW1,0.0815,0.147,Age2
I,0.465,0.345,0.11,WW2,MW1,0.0735,0.12,Age2
I,0.47,0.355,0.125,WW2,MW1,0.0985,0.155,Age2
I,0.475,0.36,0.145,WW2,MW2,0.137,0.19,Age2
M,0.475,0.36,0.1,WW2,MW1,0.099,0.112,Age2
I,0.475,0.36,0.125,WW2,MW1,0.1305,0.125,Age2
I,0.48,0.37,0.125,WW2,MW1,0.1035,0.175,Age2
I,0.48,0.37,0.12,WW2,MW2,0.114,0.15,Age2
M,0.48,0.355,0.16,WW2,MW1,0.106,0.239,Age2
I,0.485,0.375,0.13,WW2,MW2,0.1285,0.16,Age2
I,0.49,0.375,0.115,WW2,MW1,0.0945,0.143,Age2
I,0.49,0.4,0.135,WW2,MW2,0.1285,0.169,Age2
I,0.495,0.37,0.125,WW2,MW1,0.091,0.15,Age2
I,0.495,0.4,0.105,WW2,MW2,0.1265,0.19,Age2
I,0.5,0.4,0.12,WW2,MW2,0.143,0.1935,Age2
I,0.5,0.39,0.12,WW2,MW2,0.147,0.173,Age2
I,0.5,0.375,0.14,WW2,MW2,0.135,0.169,Age2
I,0.51,0.395,0.13,WW2,MW2,0.143,0.162,Age2
F,0.515,0.375,0.11,WW2,MW2,0.131,0.15,Age2
I,0.515,0.36,0.125,WW2,MW1,0.125,0.138,Age2
I,0.515,0.35,0.105,WW2,MW1,0.123,0.1275,Age2
I,0.515,0.395,0.125,WW2,MW2,0.14,0.17,Age2
I,0.515,0.39,0.125,WW2,MW2,0.1265,0.185,Age2
I,0.52,0.41,0.145,WW2,MW2,0.1595,0.165,Age2
I,0.52,0.39,0.13,WW2,MW2,0.1095,0.1895,Age2
M,0.525,0.415,0.145,WW3,MW2,0.1635,0.2875,Age2
I,0.525,0.39,0.12,WW2,MW2,0.147,0.178,Age2
I,0.525,0.38,0.135,WW2,MW2,0.159,0.175,Age2
I,0.525,0.4,0.14,WW2,MW2,0.16,0.169,Age2
M,0.525,0.4,0.155,WW2,MW2,0.1605,0.225,Age2
I,0.53,0.42,0.12,WW2,MW2,0.141,0.177,Age2
I,0.53,0.43,0.135,WW2,MW2,0.1455,0.2135,Age2
I,0.53,0.4,0.145,WW2,MW1,0.1305,0.195,Age2
I,0.53,0.42,0.13,WW3,MW2,0.167,0.249,Age2
I,0.535,0.4,0.13,WW2,MW2,0.162,0.175,Age2
I,0.54,0.43,0.17,WW3,MW2,0.1815,0.24,Age2
I,0.54,0.425,0.14,WW3,MW2,0.1395,0.25,Age2
I,0.54,0.43,0.14,WW3,MW2,0.1725,0.2295,Age2
M,0.54,0.455,0.14,WW3,MW2,0.255,0.269,Age2
I,0.54,0.42,0.14,WW2,MW2,0.1175,0.235,Age2
I,0.54,0.425,0.13,WW3,MW2,0.169,0.225,Age2
I,0.54,0.425,0.135,WW2,MW2,0.1545,0.213,Age2
I,0.545,0.4,0.13,WW2,MW2,0.1455,0.18,Age2
I,0.545,0.375,0.12,WW2,MW2,0.1155,0.1725,Age2
I,0.545,0.42,0.125,WW2,MW2,0.112,0.22,Age2
M,0.55,0.435,0.14,WW3,MW2,0.1685,0.259,Age2
I,0.55,0.425,0.15,WW2,MW2,0.1345,0.217,Age2
I,0.55,0.42,0.135,WW3,MW2,0.1485,0.23,Age2
I,0.55,0.415,0.145,WW3,MW2,0.16,0.2215,Age2
I,0.55,0.425,0.15,WW3,MW2,0.176,0.21,Age2
I,0.555,0.395,0.13,WW2,MW1,0.1245,0.17,Age2
I,0.555,0.435,0.14,WW3,MW2,0.15,0.206,Age2
I,0.555,0.46,0.145,WW3,MW2,0.158,0.2765,Age2
I,0.56,0.445,0.15,WW3,MW2,0.187,0.236,Age2
I,0.56,0.44,0.13,WW3,MW2,0.149,0.2,Age2
M,0.56,0.425,0.135,WW3,MW2,0.221,0.2645,Age2
I,0.565,0.42,0.155,WW3,MW2,0.186,0.231,Age2
F,0.565,0.44,0.15,WW3,MW2,0.149,0.27,Age2
M,0.565,0.44,0.125,WW3,MW2,0.1825,0.215,Age2
M,0.565,0.43,0.15,WW3,MW2,0.1735,0.219,Age2
F,0.57,0.45,0.135,WW3,MW2,0.185,0.21,Age2
M,0.57,0.45,0.14,WW3,MW2,0.148,0.245,Age2
I,0.57,0.435,0.17,WW3,MW2,0.166,0.25,Age2
I,0.57,0.43,0.145,WW3,MW2,0.144,0.2815,Age2
I,0.57,0.445,0.155,WW3,MW2,0.1705,0.28,Age2
I,0.57,0.445,0.145,WW3,MW2,0.172,0.1825,Age2
M,0.575,0.455,0.165,WW3,MW2,0.1805,0.268,Age2
I,0.575,0.425,0.135,WW3,MW2,0.196,0.239,Age2
F,0.575,0.47,0.155,WW3,MW3,0.238,0.34,Age2
I,0.575,0.45,0.125,WW3,MW2,0.188,0.235,Age2
M,0.575,0.47,0.185,WW3,MW2,0.2175,0.355,Age2
F,0.575,0.465,0.195,WW3,MW2,0.247,0.47,Age2
I,0.575,0.445,0.17,WW3,MW2,0.1465,0.25,Age2
I,0.575,0.45,0.135,WW3,MW2,0.176,0.254,Age2
F,0.575,0.435,0.15,WW3,MW2,0.218,0.36,Age2
M,0.575,0.445,0.16,WW3,MW2,0.198,0.239,Age2
M,0.575,0.44,0.16,WW3,MW2,0.166,0.275,Age3
F,0.58,0.435,0.15,WW3,MW2,0.1515,0.23,Age2
M,0.58,0.46,0.155,WW3,MW2,0.2225,0.295,Age2
M,0.58,0.43,0.13,WW3,MW2,0.173,0.2285,Age2
I,0.58,0.445,0.125,WW2,MW2,0.1405,0.235,Age2
F,0.585,0.445,0.14,WW3,MW2,0.2205,0.253,Age2
M,0.59,0.49,0.165,WW3,MW3,0.235,0.309,Age2
I,0.59,0.45,0.145,WW3,MW2,0.268,0.265,Age2
I,0.59,0.46,0.145,WW3,MW2,0.1785,0.26,Age2
F,0.595,0.435,0.15,WW3,MW2,0.17,0.265,Age2
M,0.595,0.45,0.14,WW3,MW2,0.194,0.217,Age2
M,0.595,0.45,0.145,WW3,MW2,0.2065,0.2535,Age2
I,0.595,0.46,0.15,WW3,MW2,0.1925,0.235,Age2
F,0.6,0.46,0.155,WW3,MW2,0.2045,0.3,Age2
F,0.6,0.475,0.15,WW3,MW3,0.196,0.305,Age2
M,0.6,0.48,0.165,WW3,MW2,0.1965,0.2725,Age2
I,0.6,0.48,0.17,WW3,MW2,0.2225,0.29,Age2
F,0.6,0.48,0.18,WW3,MW2,0.2455,0.325,Age2
M,0.6,0.47,0.165,WW3,MW3,0.241,0.275,Age2
M,0.6,0.47,0.16,WW3,MW3,0.3045,0.2635,Age2
F,0.605,0.455,0.145,WW3,MW2,0.1775,0.275,Age2
M,0.605,0.475,0.145,WW3,MW2,0.1905,0.27,Age2
I,0.605,0.47,0.145,WW3,MW2,0.2265,0.22,Age2
F,0.605,0.48,0.14,WW3,MW2,0.2345,0.24,Age2
F,0.605,0.47,0.155,WW3,MW2,0.224,0.3345,Age2
F,0.605,0.505,0.18,WW3,MW3,0.264,0.431,Age2
M,0.61,0.475,0.155,WW3,MW2,0.228,0.266,Age2
F,0.61,0.465,0.16,WW3,MW2,0.2515,0.28,Age2
F,0.61,0.485,0.15,WW3,MW3,0.2915,0.3085,Age2
M,0.61,0.47,0.16,WW3,MW2,0.2345,0.2945,Age2
F,0.61,0.475,0.16,WW3,MW2,0.223,0.379,Age2
I,0.61,0.465,0.125,WW3,MW2,0.19,0.26,Age2
M,0.61,0.47,0.17,WW3,MW3,0.2405,0.31,Age2
F,0.61,0.485,0.18,WW3,MW3,0.2855,0.355,Age2
M,0.615,0.47,0.16,WW3,MW2,0.2395,0.28,Age2
M,0.615,0.475,0.175,WW3,MW3,0.261,0.311,Age2
I,0.62,0.485,0.18,WW3,MW2,0.256,0.315,Age2
F,0.62,0.515,0.155,WW3,MW3,0.2605,0.335,Age2
M,0.62,0.515,0.175,WW3,MW3,0.241,0.395,Age3
F,0.62,0.54,0.165,WW3,MW2,0.2435,0.357,Age2
I,0.62,0.49,0.16,WW3,MW2,0.246,0.305,Age2
F,0.62,0.48,0.18,WW3,MW3,0.2695,0.313,Age2
I,0.62,0.47,0.14,WW3,MW2,0.16,0.295,Age2
I,0.62,0.45,0.135,WW3,MW2,0.2265,0.2965,Age2
M,0.62,0.48,0.15,WW3,MW3,0.2575,0.309,Age2
F,0.62,0.48,0.175,WW3,MW2,0.2225,0.3,Age2
M,0.625,0.49,0.165,WW3,MW2,0.2615,0.3325,Age2
M,0.625,0.475,0.16,WW3,MW2,0.2355,0.3105,Age2
M,0.625,0.5,0.17,WW3,MW2,0.22,0.354,Age2
I,0.625,0.47,0.155,WW3,MW3,0.2055,0.3145,Age2
F,0.625,0.485,0.175,WW3,MW3,0.2615,0.3705,Age2
I,0.625,0.485,0.15,WW3,MW2,0.2865,0.278,Age2
M,0.63,0.505,0.17,WW3,MW2,0.266,0.3,Age2
F,0.63,0.5,0.18,WW3,MW3,0.2325,0.3995,Age2
M,0.63,0.49,0.17,WW3,MW3,0.273,0.339,Age2
M,0.63,0.485,0.165,WW3,MW3,0.2315,0.3035,Age2
M,0.63,0.495,0.175,WW3,MW3,0.271,0.328,Age2
I,0.635,0.5,0.165,WW4,MW3,0.3445,0.3615,Age3
M,0.635,0.5,0.17,WW3,MW3,0.309,0.418,Age2
F,0.635,0.49,0.175,WW3,MW3,0.313,0.305,Age2
F,0.635,0.49,0.17,WW3,MW3,0.2665,0.38,Age2
F,0.64,0.505,0.165,WW3,MW3,0.2695,0.36,Age2
M,0.64,0.515,0.18,WW3,MW3,0.2925,0.3685,Age2
M,0.64,0.525,0.185,WW4,MW3,0.4205,0.4435,Age2
M,0.645,0.505,0.15,WW3,MW3,0.2615,0.335,Age2
M,0.645,0.5,0.175,WW3,MW3,0.288,0.386,Age2
M,0.645,0.5,0.19,WW4,MW3,0.3715,0.3845,Age3
M,0.645,0.51,0.19,WW4,MW3,0.345,0.48,Age2
M,0.645,0.51,0.195,WW3,MW3,0.2215,0.3745,Age2
M,0.645,0.51,0.16,WW3,MW3,0.309,0.317,Age2
F,0.645,0.51,0.16,WW3,MW3,0.276,0.315,Age2
M,0.645,0.5,0.175,WW3,MW3,0.308,0.415,Age2
F,0.645,0.51,0.19,WW3,MW3,0.362,0.36,Age2
M,0.645,0.485,0.15,WW3,MW3,0.2735,0.33,Age2
F,0.645,0.48,0.19,WW3,MW3,0.2905,0.35,Age2
F,0.65,0.495,0.155,WW3,MW3,0.3195,0.335,Age2
M,0.65,0.505,0.19,WW3,MW3,0.23,0.391,Age2
M,0.65,0.525,0.185,WW4,MW3,0.337,0.378,Age2
M,0.65,0.51,0.16,WW3,MW3,0.2905,0.3665,Age2
M,0.655,0.55,0.18,WW3,MW3,0.281,0.365,Age2
F,0.655,0.51,0.15,WW3,MW2,0.223,0.305,Age2
F,0.655,0.505,0.19,WW3,MW3,0.2745,0.425,Age2
F,0.655,0.505,0.195,WW3,MW3,0.3805,0.363,Age2
M,0.66,0.5,0.165,WW3,MW3,0.269,0.341,Age2
F,0.66,0.535,0.175,WW4,MW3,0.3125,0.415,Age2
M,0.66,0.53,0.195,WW4,MW3,0.3295,0.495,Age2
M,0.66,0.51,0.165,WW4,MW3,0.3545,0.3925,Age3
M,0.665,0.525,0.175,WW3,MW3,0.3845,0.353,Age2
M,0.665,0.505,0.16,WW3,MW3,0.253,0.3665,Age2
F,0.665,0.505,0.16,WW3,MW3,0.2925,0.32,Age2
M,0.665,0.52,0.175,WW3,MW3,0.32,0.395,Age2
M,0.665,0.5,0.175,WW3,MW3,0.314,0.315,Age2
M,0.67,0.505,0.16,WW3,MW3,0.311,0.308,Age2
M,0.67,0.52,0.165,WW3,MW3,0.2865,0.3,Age2
F,0.67,0.52,0.19,WW3,MW3,0.3095,0.4275,Age3
F,0.67,0.55,0.155,WW4,MW4,0.339,0.354,Age2
F,0.67,0.54,0.195,WW4,MW3,0.3305,0.465,Age2
M,0.675,0.525,0.16,WW3,MW3,0.2755,0.3545,Age3
F,0.675,0.51,0.195,WW3,MW3,0.3175,0.3965,Age2
M,0.68,0.52,0.195,WW4,MW3,0.391,0.4125,Age2
F,0.68,0.51,0.2,WW4,MW3,0.339,0.4705,Age2
M,0.685,0.52,0.15,WW3,MW3,0.293,0.32,Age2
F,0.685,0.565,0.175,WW4,MW3,0.375,0.438,Age2
F,0.69,0.55,0.2,WW4,MW3,0.3675,0.46,Age2
M,0.7,0.565,0.175,WW4,MW4,0.3935,0.54,Age2
F,0.7,0.535,0.175,WW4,MW3,0.48,0.512,Age3
F,0.705,0.545,0.17,WW4,MW3,0.4565,0.265,Age2
M,0.71,0.575,0.215,WW4,MW4,0.4475,0.502,Age2
F,0.71,0.57,0.195,WW4,MW4,0.4925,0.48,Age2
F,0.71,0.54,0.205,WW4,MW4,0.287,0.435,Age2
M,0.71,0.56,0.22,WW4,MW4,0.454,0.566,Age2
M,0.72,0.57,0.2,WW4,MW4,0.366,0.485,Age2
M,0.72,0.55,0.205,WW5,MW5,0.4425,0.511,Age3
F,0.72,0.525,0.18,WW3,MW3,0.3215,0.435,Age2
F,0.725,0.565,0.21,WW5,MW4,0.487,0.503,Age3
F,0.73,0.56,0.19,WW4,MW4,0.5195,0.5655,Age2
M,0.735,0.59,0.215,WW4,MW3,0.403,0.557,Age2
F,0.74,0.565,0.205,WW5,MW4,0.5185,0.482,Age2
F,0.75,0.565,0.215,WW4,MW3,0.4825,0.575,Age2
M,0.75,0.595,0.205,WW5,MW5,0.421,0.63,Age2
M,0.77,0.62,0.195,WW6,MW5,0.6415,0.642,Age2
M,0.775,0.63,0.25,WW6,MW6,0.76,0.578,Age2
I,0.275,0.175,0.09,WW1,MW1,0.057,0.0705,Age2
I,0.375,0.245,0.1,WW2,MW1,0.091,0.1125,Age2
F,0.375,0.27,0.135,WW2,MW2,0.131,0.1675,Age2
M,0.39,0.28,0.125,WW2,MW2,0.0955,0.143,Age2
I,0.435,0.3,0.12,WW2,MW2,0.139,0.1645,Age2
M,0.445,0.32,0.12,WW2,MW1,0.09,0.117,Age2
I,0.455,0.335,0.105,WW2,MW2,0.0865,0.1,Age2
I,0.455,0.325,0.135,WW3,MW2,0.1715,0.211,Age2
I,0.455,0.345,0.11,WW2,MW1,0.0855,0.1215,Age2
I,0.465,0.325,0.14,WW3,MW2,0.1535,0.209,Age2
M,0.465,0.36,0.115,WW2,MW2,0.1395,0.12,Age2
I,0.485,0.365,0.105,WW2,MW1,0.123,0.182,Age2
M,0.485,0.37,0.155,WW3,MW2,0.2455,0.2365,Age2
I,0.485,0.345,0.16,WW3,MW2,0.185,0.319,Age2
F,0.49,0.355,0.16,WW3,MW2,0.215,0.2825,Age2
M,0.5,0.37,0.15,WW3,MW2,0.223,0.296,Age2
M,0.515,0.35,0.155,WW3,MW2,0.198,0.273,Age2
M,0.515,0.395,0.135,WW3,MW2,0.2495,0.252,Age2
M,0.525,0.365,0.17,WW3,MW2,0.2225,0.276,Age2
M,0.525,0.38,0.125,WW2,MW2,0.155,0.159,Age2
M,0.53,0.41,0.14,WW3,MW2,0.1715,0.2105,Age2
F,0.535,0.425,0.135,WW3,MW2,0.1815,0.1795,Age2
I,0.535,0.385,0.18,WW3,MW2,0.2295,0.304,Age2
I,0.545,0.42,0.165,WW3,MW2,0.2195,0.228,Age2
F,0.545,0.415,0.2,WW3,MW3,0.318,0.403,Age2
F,0.545,0.385,0.15,WW3,MW3,0.2445,0.2845,Age2
F,0.55,0.38,0.165,WW3,MW3,0.294,0.3345,Age2
M,0.55,0.42,0.16,WW3,MW3,0.311,0.344,Age2
M,0.57,0.455,0.175,WW3,MW2,0.2145,0.29,Age2
M,0.575,0.44,0.185,WW3,MW3,0.2245,0.2485,Age2
I,0.575,0.45,0.13,WW3,MW2,0.1715,0.213,Age2
F,0.58,0.43,0.17,WW4,MW3,0.324,0.4155,Age2
M,0.585,0.455,0.145,WW3,MW2,0.2685,0.258,Age2
I,0.585,0.45,0.15,WW3,MW2,0.2035,0.253,Age2
M,0.6,0.495,0.175,WW3,MW3,0.284,0.3285,Age2
M,0.6,0.465,0.165,WW3,MW2,0.2205,0.251,Age2
M,0.605,0.475,0.175,WW3,MW3,0.3055,0.343,Age2
M,0.605,0.475,0.15,WW3,MW3,0.232,0.297,Age2
F,0.61,0.475,0.15,WW3,MW3,0.2575,0.3005,Age2
F,0.615,0.455,0.145,WW3,MW3,0.238,0.315,Age2
M,0.62,0.47,0.145,WW3,MW3,0.2715,0.2565,Age2
M,0.625,0.495,0.175,WW3,MW3,0.286,0.3185,Age2
M,0.625,0.49,0.185,WW3,MW3,0.2535,0.344,Age2
M,0.635,0.495,0.195,WW3,MW2,0.3115,0.3475,Age2
F,0.635,0.475,0.15,WW3,MW3,0.307,0.291,Age2
F,0.64,0.475,0.14,WW3,MW2,0.2295,0.31,Age2
M,0.645,0.5,0.16,WW3,MW3,0.326,0.315,Age2
M,0.65,0.525,0.19,WW4,MW3,0.3685,0.3965,Age2
M,0.65,0.485,0.16,WW4,MW3,0.2785,0.3075,Age2
F,0.655,0.52,0.2,WW4,MW3,0.314,0.466,Age2
M,0.655,0.545,0.19,WW3,MW3,0.333,0.378,Age2
F,0.665,0.515,0.185,WW3,MW3,0.293,0.4375,Age2
F,0.675,0.53,0.175,WW3,MW3,0.33,0.389,Age2
F,0.685,0.535,0.175,WW4,MW3,0.3775,0.4215,Age2
F,0.695,0.55,0.185,WW4,MW4,0.4015,0.3965,Age2
M,0.695,0.53,0.19,WW4,MW3,0.436,0.455,Age2
F,0.705,0.545,0.18,WW4,MW3,0.3675,0.4645,Age3
F,0.72,0.55,0.195,WW4,MW5,0.4265,0.5015,Age2
M,0.72,0.56,0.18,WW4,MW3,0.375,0.4425,Age2
M,0.73,0.575,0.21,WW4,MW4,0.409,0.643,Age2
I,0.185,0.135,0.04,WW1,MW1,0.0055,0.009,Age2
I,0.24,0.18,0.055,WW1,MW1,0.013,0.018,Age1
I,0.31,0.215,0.075,WW1,MW1,0.0275,0.036,Age2
I,0.34,0.26,0.085,WW1,MW1,0.0335,0.06,Age2
I,0.35,0.265,0.08,WW1,MW1,0.042,0.06,Age2
I,0.365,0.27,0.085,WW1,MW1,0.0325,0.065,Age2
I,0.365,0.275,0.085,WW1,MW1,0.0375,0.075,Age2
I,0.365,0.27,0.075,WW1,MW1,0.0445,0.07,Age2
I,0.39,0.31,0.105,WW1,MW1,0.0525,0.081,Age2
I,0.405,0.3,0.09,WW1,MW1,0.067,0.11,Age2
I,0.41,0.315,0.095,WW1,MW1,0.0345,0.11,Age2
I,0.41,0.335,0.105,WW2,MW1,0.064,0.105,Age2
I,0.415,0.31,0.09,WW1,MW1,0.0615,0.085,Age2
I,0.415,0.31,0.1,WW1,MW1,0.0565,0.0975,Age2
I,0.415,0.31,0.095,WW2,MW1,0.0625,0.115,Age2
I,0.42,0.325,0.1,WW2,MW1,0.0625,0.1135,Age2
I,0.43,0.34,0.1,WW2,MW1,0.0665,0.12,Age2
I,0.435,0.335,0.1,WW2,MW1,0.0785,0.098,Age2
I,0.435,0.33,0.11,WW2,MW1,0.0945,0.11,Age2
I,0.435,0.33,0.105,WW2,MW1,0.0555,0.105,Age2
I,0.435,0.345,0.12,WW2,MW1,0.056,0.1185,Age2
I,0.445,0.33,0.11,WW2,MW1,0.067,0.1185,Age2
I,0.465,0.37,0.11,WW2,MW1,0.096,0.166,Age2
I,0.47,0.375,0.12,WW2,MW1,0.099,0.135,Age2
I,0.475,0.34,0.105,WW2,MW1,0.08,0.1465,Age2
I,0.485,0.385,0.13,WW2,MW2,0.178,0.154,Age2
I,0.485,0.36,0.12,WW2,MW2,0.1025,0.147,Age2
I,0.485,0.37,0.115,WW2,MW1,0.0965,0.15,Age2
